AGENTS.md	20	[COMPLETE]	Commit and push every completed iteration.
research/migration/MIGRATION_MANIFEST.json	390	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	402	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	403	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/logs/hash_comparison.txt	21	[CURRENT]	11 | research/synthesis/local-world-project-current-understanding.md | 9e9548938aff... | 9e9548938aff... | research/legacy-evidence/local-world/local-
research/migration/logs/hash_comparison.txt	22	[COMPLETE]	12 | research/audit/local-world-census-completeness.md | 085bee17ae04... | 085bee17ae04... | research/legacy-evidence/local-world/local-world-census-c
research/migration/logs/hash_comparison.txt	38	[CURRENT]	28 | experiments/slice-0/s1/world/CURRENT_STATE.md | 32d333a2453a... | 32d333a2453a... | research/legacy-evidence/failed-slice-0/CURRENT_STATE.md | 18
research/synthesis/FIVE_POINT_FRAMEWORK.md	1	[CANONICAL]	# CANONICAL DOCTRINE — ONLY AUTHORITATIVE FIVE-POINT DEFINITION
research/synthesis/FIVE_POINT_FRAMEWORK.md	3	[CANONICAL]	> **Document Status**: CANONICAL DOCTRINE (Repair 0.2.1)
research/synthesis/FIVE_POINT_FRAMEWORK.md	15	[CURRENT]	World --> Layer2["Layer 2: LLM Wiki / Current Knowledge System"]
research/synthesis/FIVE_POINT_FRAMEWORK.md	42	[CURRENT]	### Layer 2: LLM Wiki / Current Knowledge System
research/synthesis/FIVE_POINT_FRAMEWORK.md	43	[CURRENT]	- Continuous, incremental compilation of raw append-only execution history into a structured, hyperlinked knowledge system (Entity pages, Topic pages,
research/synthesis/FIVE_POINT_FRAMEWORK.md	78	[CURRENT]	4. **Wiki != A Single `CURRENT_STATE.md` File**:
research/synthesis/FIVE_POINT_FRAMEWORK.md	79	[CURRENT]	- An LLM Wiki is a multi-page, hyperlinked knowledge graph. A single `CURRENT_STATE.md` file is merely a projected view.
research/synthesis/FIVE_POINT_FRAMEWORK.md	80	[CURRENT]	5. **Current State is Lossy but Traceable**:
research/synthesis/FIVE_POINT_FRAMEWORK.md	81	[CURRENT]	- Current State projections summarize state for efficiency; Raw History is preserved separately in append-only format.
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	1	[CURRENT]	# LLM Wiki & Current Knowledge System Architecture
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	3	[CANONICAL]	> **Document Status**: CANONICAL SPECIFICATION
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	21	[CURRENT]	Compilation --> StatePages["Current-State Summaries"]
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	31	[CURRENT]	- Maintain strict separation: Raw History is immutable and append-only; Current Knowledge is compiled and updated.
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	40	[CLAIMED-NOT-EVIDENCED]	- Flag unverified assertions as `UNKNOWN` or `CLAIMED-NOT-EVIDENCED`.
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	45	[CURRENT]	- **Current-State Pages**: High-level summary projections of current system state.
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	49	[SUPERSEDED]	- Mark outdated hypotheses or superseded documents explicitly with `SUPERSEDED` headers and rationale.
research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md	50	[HISTORICAL]	- Apply correction notes directly to affected pages while preserving historical links.
research/synthesis/four-layer-one-world-framework.md	2	[SUPERSEDED]	status: SUPERSEDED — SEMANTIC DRIFT
research/synthesis/four-layer-one-world-framework.md	3	[CURRENT]	reason: LLM Wiki was removed/collapsed into single CURRENT_STATE.md; falsely claimed Current State was lossless; prematurely marked all layers CONFIRM
research/synthesis/four-layer-one-world-framework.md	4	[SUPERSEDED]	superseded_by: research/synthesis/FIVE_POINT_FRAMEWORK.md
research/synthesis/four-layer-one-world-framework.md	10	[SUPERSEDED]	epistemic_status: SUPERSEDED
research/synthesis/four-layer-one-world-framework.md	13	[SUPERSEDED]	# [SUPERSEDED] Four-Layer One-World Framework ("四层一世界")
research/synthesis/four-layer-one-world-framework.md	15	[SUPERSEDED]	> ⚠️ **NOTICE**: This document has been **SUPERSEDED** due to semantic drift.
research/synthesis/four-layer-one-world-framework.md	16	[CURRENT]	> It incorrectly collapsed the LLM Wiki concept into a single static `CURRENT_STATE.md` file, falsely claimed Current-State Compilation was lossless, 
research/synthesis/four-layer-one-world-framework.md	17	[CANONICAL]	> **Canonical Replacement**: [`research/synthesis/FIVE_POINT_FRAMEWORK.md`](FIVE_POINT_FRAMEWORK.md)
research/synthesis/four-layer-one-world-framework.md	21	[HISTORICAL]	## Historical Draft Text (Preserved for Audit Trail)
research/synthesis/four-layer-one-world-framework.md	30	[CURRENT]	2. **Current-State Compilation**: Deterministic compilation of system history (Note: Draft incorrectly claimed lossless projection).
state/CURRENT_PHASE.md	1	[CURRENT]	# Current Operational Phase
state/CURRENT_PHASE.md	3	[CANONICAL]	> **Notice**: This file is the single canonical source for the current phase identifier, focus, and external audit status. Verdict ratings are maintai
state/CURRENT_PHASE.md	9	[CURRENT]	- **Current Phase**: `Fail-Closed Verifier & Negative-Fixture Proof / Foundation 0.3.2f`
state/CURRENT_PHASE.md	10	[CURRENT]	- **Current Focus**: Prove that invalid repository states are mechanically rejected before the read-only World audit.
state/CURRENT_PHASE.md	11	[PARTIAL]	- **External Audit Status**: `FOUNDATION 0.3.2e PARTIAL PASS — FAIL-CLOSED PROOF REQUIRED`
state/CURRENT_PHASE.md	16	[CANONICAL]	## Canonical State Links
state/CURRENT_PHASE.md	18	[CURRENT]	- **Ratified Adjudications & Verdicts**: See [`CURRENT_VERDICT.md`](CURRENT_VERDICT.md)
state/CURRENT_VERDICT.md	1	[CURRENT]	# Current Ratified Verdicts Register
state/CURRENT_VERDICT.md	3	[CANONICAL]	> **Notice**: This file is the single canonical source for all ratified adjudications and status ratings. No other file in the repository may maintain
state/CURRENT_VERDICT.md	7	[CURRENT]	| Item / Subsystem | Current Verdict | Evidence / Source Document | Notes |
state/CURRENT_VERDICT.md	9	[CONFIRMED]	| **Clean-Room Laboratory Bootstrap** | `CONFIRMED` | [`CHARTER.md`](../CHARTER.md) | Independent repo `JayGarland/nexus-reform-lab` |
state/CURRENT_VERDICT.md	10	[CONFIRMED]	| **Four-Layer One-World Doctrine** | `CONFIRMED` | [`FIVE_POINT_FRAMEWORK.md`](../research/synthesis/FIVE_POINT_FRAMEWORK.md) | 1 World Substrate + 4
state/CURRENT_VERDICT.md	11	[CURRENT]	| **LLM Wiki Doctrine** | `CONFIRMED` | [`LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md`](../research/synthesis/LLM_WIKI_CURRENT_KNOWLEDGE_SYSTEM.md) | Increme
state/CURRENT_VERDICT.md	12	[CONFIRMED]	| **Software 3.0 Doctrine** | `CONFIRMED` | [`FIVE_POINT_FRAMEWORK.md`](../research/synthesis/FIVE_POINT_FRAMEWORK.md) | Governed natural language pro
state/CURRENT_VERDICT.md	13	[CONFIRMED]	| **Controlled AutoResearch Doctrine** | `CONFIRMED` | [`FIVE_POINT_FRAMEWORK.md`](../research/synthesis/FIVE_POINT_FRAMEWORK.md) | Closed-loop metric
state/CURRENT_VERDICT.md	14	[CONFIRMED]	| **Migration Normalized Payload Fidelity** | `CONFIRMED — 31/31 normalized text equivalence confirmed after deterministic frontmatter handling and ne
state/CURRENT_VERDICT.md	15	[CONFIRMED]	| **Persistent Memory Skeleton** | `CONFIRMED` | [`MEMORY_MAP.md`](../MEMORY_MAP.md) | File tree skeleton & entry structure built |
state/CURRENT_VERDICT.md	16	[UNDER REVIEW]	| **State Consistency** | `PARTIAL — state sources align and major verifier rules exist, but fail-closed behavior is awaiting negative-fixture proof.`
state/CURRENT_VERDICT.md	17	[NOT YET]	| **Repository-wide Persistent Artifact World** | `NOT YET AUDITED` | Repository Hierarchy | Pending read-only World audit |
state/CURRENT_VERDICT.md	18	[NOT YET]	| **Cold-Start Recoverability** | `NOT YET TESTED` | [`COLD_START_RECOVERY_TEST.md`](../research/audit/COLD_START_RECOVERY_TEST.md) | Pending empirica
state/CURRENT_VERDICT.md	19	[HISTORICAL]	| **Citation Examination** | `HALTED — HISTORICAL FAILURE / EVIDENCE ONLY` | [`research/examinations/`](../research/examinations/) | Preserved as capa
state/CURRENT_VERDICT.md	20	[CLAIMED-NOT-EVIDENCED]	| **Operational Process Isolation Claims** | `CLAIMED-NOT-EVIDENCED` | Internal Assertions | Runtime claims lack external system log evidence |
state/CURRENT_VERDICT.md	21	[WITHHELD]	| **CR-S0 Authorization** | `WITHHELD` | Outside Reviewer Rulings | CR-S0 strictly stopped until authorized |
state/EXTERNAL_VERDICT_HISTORY.md	3	[CURRENT]	> **Notice**: This file is a historical log of outside reviewer adjudications for past milestones. It is NOT the current working state source. Current
state/EXTERNAL_VERDICT_HISTORY.md	6	[ACCEPTED]	> 1. A milestone may receive PARTIAL PASS while individual scopes are accepted.
state/EXTERNAL_VERDICT_HISTORY.md	7	[ACCEPTED]	> 2. Accepted scope does not imply the entire milestone was accepted.
state/EXTERNAL_VERDICT_HISTORY.md	8	[CURRENT]	> 3. Historical milestone acceptance and current subsystem authority are separate facts.
state/EXTERNAL_VERDICT_HISTORY.md	12	[CURRENT]	| Milestone | Reviewed Commit | Outside Verdict | Milestone Fully Accepted | Accepted Scope | Rejected / Unconfirmed Scope | Milestone Accepted as Cur
state/EXTERNAL_VERDICT_HISTORY.md	14	[CONFIRMED]	| **Clean-Room Bootstrap** | `a78709e9bf07c14d46276d60da978bfedaf2f5c4` | `CONFIRMED` | `yes` | Clean-Room Lab Setup, Charter, Invariants, Drive Manif
state/EXTERNAL_VERDICT_HISTORY.md	15	[CONFIRMED]	| **Doctrine Repair 0.2.1** | `57b5aa59ef0b0285f051de3ce18980bac02cc91e` | `PARTIAL PASS` | `no` | Four-Layer One-World Doctrine, LLM Wiki Doctrine, S
state/EXTERNAL_VERDICT_HISTORY.md	16	[CONFIRMED]	| **Migration Verification Fix 0.2.2** | `4e7fe457bb25eb5e9d13a8f01f16edb55714e6d5` | `CONFIRMED` | `yes` | 31/31 normalized text equivalence after fr
state/EXTERNAL_VERDICT_HISTORY.md	17	[CONFIRMED]	| **Foundation 0.3** | `10928fd0284721538aec9b7bd4575f24ed8232cf` | `PARTIAL PASS` | `no` | Persistent Memory Skeleton | Handoff commit closure, State
state/EXTERNAL_VERDICT_HISTORY.md	18	[PARTIAL]	| **Foundation 0.3.1** | `61ba6736d3e02f1b2e7b6a5e9f4d83ed3ce1cf34` | `PARTIAL PASS` | `no` | Consistency Fix Content | 0.3.1 commit self-embedding pe
state/EXTERNAL_VERDICT_HISTORY.md	19	[REJECTED]	| **Foundation 0.3.1a** | `f0027bcd5d0600b753a9b91b730fa9a46870b261` | `REJECTED` | `no` | None | Entire milestone rejected | `no` | 2026-08-03 | Self
state/EXTERNAL_VERDICT_HISTORY.md	20	[PARTIAL]	| **Foundation 0.3.2** | `fc209ffd4d7a6046ab75532f2a9c61fd41255ee6` | `PARTIAL PASS` | `no` | State Model Repair | Parent commit SHA & milestone class
state/EXTERNAL_VERDICT_HISTORY.md	21	[REJECTED]	| **Foundation 0.3.2a** | `03a98d7bf6787f44fa823a18cbf165ceb5aee307` | `REJECTED` | `no` | None | Verifier logic produced a false pass, External verdi
state/EXTERNAL_VERDICT_HISTORY.md	22	[PARTIAL]	| **Foundation 0.3.2b** | `5ac021c9ae3a362243a2f442316310ff0b065e27` | `PARTIAL PASS` | `no` | Dynamic Parent Lineage Verification | Verdict schema ac
state/EXTERNAL_VERDICT_HISTORY.md	23	[CONFIRMED]	| **Foundation 0.3.2c** | `8ddabe908e62d748081b587f6fa55a6c87e6db91` | `CONFIRMED FOR REVIEWED SCOPE` | `yes` | Strict 40-character SHA parsing, Exact
state/EXTERNAL_VERDICT_HISTORY.md	24	[CURRENT]	| **Foundation 0.3.2d** | `295d743d79f391034e98b6565a33b63e1353fb24` | `PARTIAL PASS` | `no` | Current phase transition, State Consistency current ver
state/EXTERNAL_VERDICT_HISTORY.md	25	[CURRENT]	| **Foundation 0.3.2e** | `31fda2f54a2346e791e63352a236824db9f17ae5` | `PARTIAL PASS` | `no` | Dynamic repository-root resolution, Exact CURRENT_VERDI
state/EXTERNAL_VERDICT_HISTORY.md	26	[UNDER REVIEW]	| **Foundation 0.3.2f** | `RESOLVE_FROM_GIT` | `UNDER OUTSIDE REVIEW` | `no` | None | Whole milestone under review | `no` | 2026-08-03 | Submitted for
state/NEXT_ACTION.md	3	[CANONICAL]	> **Notice**: This file is the single canonical source for the single authorized next step and explicit operational prohibitions.
state/NEXT_ACTION.md	19	[CANONICAL]	5. **DO NOT** modify ratified Canonical Doctrine files (`REVOLUTION.md`, `FIVE_POINT_FRAMEWORK.md`).
state/STATE_MODEL.md	3	[CANONICAL]	> **Purpose**: Defines canonical single sources of truth and anti-duplication rules for project memory and state management.
state/STATE_MODEL.md	7	[CANONICAL]	## 1. Single Sources of Truth (Canonical Register)
state/STATE_MODEL.md	9	[CANONICAL]	| State Domain | Canonical Source | Governance & Read Rule |
state/STATE_MODEL.md	11	[CURRENT]	| **Current Operational Phase** | [`state/CURRENT_PHASE.md`](CURRENT_PHASE.md) | Single source for active phase, focus, started timestamp, and externa
state/STATE_MODEL.md	12	[CURRENT]	| **Current Adjudications & Verdicts** | [`state/CURRENT_VERDICT.md`](CURRENT_VERDICT.md) | Sole source for all ratified ratings (`CONFIRMED`, `PARTIA
state/STATE_MODEL.md	15	[HISTORICAL]	| **Historical Milestone Index** | [`handoff/SESSION_LOG.md`](../handoff/SESSION_LOG.md) | Append-only human-readable index of major milestones. Not a
state/STATE_MODEL.md	16	[CANONICAL]	| **Re-entry & Session Handoff** | [`handoff/HELLO.md`](../handoff/HELLO.md) | Pointer entrance to canonical state files and last externally reviewed 
state/STATE_MODEL.md	23	[CANONICAL]	1. **Single Source Rule**: Every dynamic state item MUST have exactly ONE canonical source file. Derived files MUST link to the canonical source, neve
state/STATE_MODEL.md	25	[CONFIRMED]	3. **No Self-Issued Verdicts**: Status ratings (`CONFIRMED`, `PARTIAL`, `REJECTED`, `WITHHELD`) CANNOT be self-issued or marked complete without expli
state/STATE_MODEL.md	27	[CANONICAL]	5. **Timestamp Rule**: Newer file timestamps do NOT grant higher authority over ratified canonical doctrine documents.
state/STATE_MODEL.md	28	[CURRENT]	6. **Raw Evidence vs. Current Truth**: Raw evidence files prove historical provenance; they do NOT automatically override or constitute current state 
state/STATE_MODEL.md	29	[CURRENT]	7. **Historical Logs vs. Current State**: Historical logs (`SESSION_LOG.md`) document past milestones; current working state is governed exclusively b
